N_modes,N_F,N_M,mean_error,std_error,mean_time,mean_iters,count
1,20,19,0.0073635040999999995,0.007631960868139305,61.5785,696.0,10
1,20,20,0.01413607825,0.031229612779409992,62.8008,662.5,10
2,1,1,0.0940890573,0.09154012502714845,1.4027,404.7,10
2,1,2,0.10039498554,0.23879190798449657,2.4981999999999998,470.2,10
2,1,3,0.0404637414,0.06763408768395276,2.5747,467.9,10
2,1,4,0.6302681800000001,1.1809853159853863,2.7422,417.2,10
2,1,5,0.045984826300000003,0.06057410519367998,3.1208,429.6,10
2,1,6,0.1099970147,0.20610563348635078,5.2941,586.7,10
2,1,7,0.0763487611,0.1384259538310932,4.301900000000001,466.1,10
2,1,8,0.3187938335,0.5119523845162254,8.3253,734.0,10
2,1,9,0.13209037839999999,0.1820818672483493,8.1521,599.2,10
2,1,10,0.3693078008,0.45365459571657435,8.9205,652.7,10
2,1,11,0.409748231,0.5623059490822482,11.429599999999999,673.0,10
2,1,12,2.0037517207,3.130051959142676,7.2049,464.8,10
2,1,13,0.3576862587,0.3729759658230982,10.503400000000001,589.7,10
2,1,14,0.505824402,0.6205542525176744,8.803999999999998,446.8,10
2,1,15,1.8930519209999996,5.205021883390872,7.936,453.3,10
2,1,16,0.1972634529,0.26722863582791073,15.3242,626.5,10
2,1,17,8.1170185647,24.44030148078891,13.378,513.8,10
2,1,18,0.245845271,0.26911453926814094,11.663,435.1,10
2,1,19,16.7801515473,39.88537844538467,11.149899999999999,412.5,10
2,1,20,5.922699456999999,14.76480223079307,25.7822,737.1,10
2,2,1,0.07007114319300001,0.17468151352596192,4.1488,702.8,10
2,2,2,0.045724547569999996,0.06830323459417217,5.8993,899.0,10
2,2,3,0.07913879061,0.1129653914088715,6.0596,758.6,10
2,2,4,0.116763306,0.179434881097355,3.715,450.0,10
2,2,5,0.0658130876,0.08671833679576531,6.4372,683.9,10
2,2,6,0.16336632639999998,0.23435778434703625,8.3051,704.1,10
2,2,7,0.20893160970000002,0.36147015900830703,7.172499999999999,609.7,10
2,2,8,0.7789679041,1.839628670057511,5.2246,453.4,10
2,2,9,0.05745123022,0.06375875924878702,5.6442,457.5,10
2,2,10,0.357495177,0.5501046848652685,7.760599999999999,445.9,10
2,2,11,0.13921673240000002,0.14996253241737903,7.95,483.5,10
2,2,12,0.24554480329999998,0.4328977359260234,12.4105,655.0,10
2,2,13,1.3654090266999999,3.3532143966039105,12.744800000000001,602.0,10
2,2,14,0.3567690326,0.3550591099506672,9.5943,501.5,10
2,2,15,0.371292779,0.4155842746302307,11.6368,461.5,10
2,2,16,2.2193991275,5.112671903674467,11.116299999999999,456.4,10
2,2,17,0.8967702625999999,1.6756961449041021,23.9059,812.4,10
2,2,18,1.9372011966000002,5.1241778742596145,21.3752,689.8,10
2,2,19,0.1219794568,0.1501521964168993,14.5654,482.4,10
2,2,20,9.369292659,23.735258883612744,14.3804,448.2,10
2,3,1,0.042751633791,0.1147640678130522,6.0982,822.7,10
2,3,2,0.01821701379,0.029947963176875966,6.649000000000001,839.4,10
2,3,3,0.06636371375,0.10328098625595737,7.3178,784.3,10
2,3,4,0.02520563463,0.04516298713370448,8.358,887.2,10
2,3,5,0.11268558262999999,0.31667122881750076,8.8627,826.6,10
2,3,6,0.20223504919999996,0.4299023529767881,10.7365,832.3,10
2,3,7,0.06703397800000001,0.05699043429938646,5.529,448.6,10
2,3,8,0.056461982499999994,0.059938582856134674,9.1296,583.2,10
2,3,9,0.10099164687,0.27597704250030114,10.9153,649.1,10
2,3,10,0.0373555113,0.06720891388864352,12.3704,649.7,10
2,3,11,0.045456397780000005,0.06881167933195571,18.670099999999998,829.0,10
2,3,12,0.0910772827,0.1001472305707876,13.2701,606.7,10
2,3,13,0.40048803489999996,0.39608390342909167,20.6869,787.1,10
2,3,14,0.4366053581,1.219030334654752,16.9477,644.5,10
2,3,15,0.2346079698,0.40846885281757306,19.8111,740.1,10
2,3,16,0.14990253329999997,0.32086744619727026,20.173000000000002,658.7,10
2,3,17,0.0822277088,0.11823432059197539,17.3117,555.8,10
2,3,18,0.247428259,0.22614775514326727,15.834100000000001,527.0,10
2,3,19,3.619523651,8.191794478326868,26.2951,717.9,10
2,3,20,0.194357243,0.21090288274143662,22.0685,566.5,10
2,4,1,0.0216593837454,0.05939023401801119,6.7368,840.0,10
2,4,2,0.0037956317000000005,0.004821094106556066,5.8384,663.7,10
2,4,3,0.06174484614,0.12897394752311986,7.0191,671.8,10
2,4,4,0.0713127635,0.1268998924862964,7.1263000000000005,622.1,10
2,4,5,0.01946360342,0.01986437060777538,7.6542,619.6,10
2,4,6,0.0193840787,0.02892519918059858,6.9238,488.7,10
2,4,7,0.23813525142,0.613956446048459,9.3851,596.0,10
2,4,8,0.0535040889,0.10160523568420479,8.2507,546.2,10
2,4,9,0.06610693128,0.11073060695187963,13.8233,760.3,10
2,4,10,0.051778567629999994,0.10047032575774235,12.0254,653.2,10
2,4,11,0.0885770232,0.12793462263668623,10.1308,417.0,10
2,4,12,0.0347395835,0.0551862951404302,13.543700000000001,619.2,10
2,4,13,0.11055251420000001,0.18064690246941417,13.5034,563.2,10
2,4,14,2.0212779512000005,6.048427991434707,14.415700000000001,490.1,10
2,4,15,0.08740522096,0.13332092026487968,13.513200000000001,511.0,10
2,4,16,0.0989648313,0.17538594337128105,16.5612,540.0,10
2,4,17,0.7741452919999999,1.1703980413610449,13.712399999999999,441.1,10
2,4,18,0.1020218981,0.09571753855620843,17.406799999999997,487.2,10
2,4,19,0.1231251368,0.2914181770710197,20.443,525.4,10
2,4,20,0.35560612319999996,0.8568954464538558,26.094399999999997,672.8,10
2,5,1,0.010824377571020002,0.02268147598016978,8.7577,858.2,10
2,5,2,0.005256174849,0.015057608462083375,14.384800000000002,1239.3,10
2,5,3,0.02314338589,0.03942927257973398,7.678400000000001,714.9,10
2,5,4,0.027716588349999998,0.05034714028235675,8.3346,610.1,10
2,5,5,0.0922798776,0.19475770426542258,6.555,497.8,10
2,5,6,0.036605568,0.07102350421270229,10.3711,610.1,10
2,5,7,0.04890052097,0.06812341367610736,12.3649,685.1,10
2,5,8,0.0698760071,0.13063493810604862,10.538599999999999,522.1,10
2,5,9,0.059212031139999996,0.07687714292497036,8.6722,477.9,10
2,5,10,0.11240196636,0.2437896165015188,10.130500000000001,522.2,10
2,5,11,0.0320937768,0.0328986890471789,10.8116,502.0,10
2,5,12,0.02887524326,0.038937069218242575,16.145699999999998,600.2,10
2,5,13,0.0790912204,0.12918105609747674,14.3399,574.6,10
2,5,14,0.0922840259,0.17848452672483264,19.749000000000002,703.0,10
2,5,15,0.028067582199999996,0.019716533446706895,16.9184,557.6,10
2,5,16,0.02942766006,0.040763399577572725,22.025299999999998,680.7,10
2,5,17,1.6440866863,5.117039291352745,26.4555,787.6,10
2,5,18,0.0598833088,0.08604110010564893,18.5561,530.0,10
2,5,19,0.045757858,0.05067648988515589,32.6712,778.2,10
2,5,20,0.0836211161,0.07855959841482026,17.853199999999998,470.0,10
2,6,1,0.004560992265,0.009113877482046112,12.3935,1129.4,10
2,6,2,0.00780069278,0.01358864604307695,8.355599999999999,685.8,10
2,6,3,0.05979844274,0.15056461503992916,13.824700000000002,952.2,10
2,6,4,0.0078584831,0.014477116543126287,10.5552,684.8,10
2,6,5,0.0056309315,0.012512997298238368,9.0207,569.8,10
2,6,6,0.0033806592600000005,0.0029760460212932614,11.1753,670.5,10
2,6,7,0.05202087273,0.09932430671442855,15.4088,779.0,10
2,6,8,0.09037114651,0.18065934709615844,11.893899999999999,568.0,10
2,6,9,0.022285107800000002,0.030553858112054345,15.836500000000001,705.3,10
2,6,10,0.2170071776,0.5575993499730013,19.2151,713.2,10
2,6,11,0.04967550368,0.08531155876665118,18.0231,630.8,10
2,6,12,0.07737884260000001,0.19178828279369764,13.778299999999998,492.2,10
2,6,13,0.0828111341,0.20678888951160182,14.6251,534.0,10
2,6,14,0.037392140000000004,0.033359809312453845,21.0319,647.4,10
2,6,15,0.02131671714,0.02981966933853898,15.204400000000001,515.7,10
2,6,16,0.0451002512,0.049780546239841135,22.5659,609.9,10
2,6,17,3.1759730312,6.988634883283137,23.9422,586.6,10
2,6,18,0.07364578159999999,0.11044165090018115,23.3076,610.1,10
2,6,19,0.1387480641,0.26367870035569335,21.5274,566.3,10
2,6,20,0.12054230340000001,0.2544878436783644,21.118299999999998,527.6,10
2,7,1,0.0001061706808,0.00018499049311305137,18.1345,1438.1,10
2,7,2,0.0046785752049999995,0.009160758815362177,14.729800000000001,1049.7,10
2,7,3,0.0048120422900000005,0.005146932467707846,14.542300000000001,928.7,10
2,7,4,0.010264411796,0.017739043531752097,12.311,693.3,10
2,7,5,0.0304712433,0.04181379676123622,9.3738,500.9,10
2,7,6,0.03588198909,0.06160354224336417,12.518899999999999,707.9,10
2,7,7,0.01558552285,0.018458021291127183,16.2799,784.4,10
2,7,8,0.00617682338,0.00548462773139008,13.943099999999998,601.7,10
2,7,9,0.02355397792,0.029562382673912535,14.637900000000002,604.8,10
2,7,10,0.03236615743,0.03501298401885983,13.462200000000001,520.0,10
2,7,11,0.00919875521,0.010085058867534347,15.0521,557.4,10
2,7,12,0.019468545440000002,0.021510037108835808,22.639499999999998,811.1,10
2,7,13,0.024313595599999998,0.027165968355380304,22.9528,677.7,10
2,7,14,0.01102271407,0.013656693376157518,23.3253,684.1,10
2,7,15,0.1909426277,0.5281766506105356,14.7912,466.4,10
2,7,16,0.023419846,0.029973569360917725,23.1674,696.4,10
2,7,17,0.07106463710000001,0.0877985287024187,16.2856,477.7,10
2,7,18,0.059678814499999996,0.07227107510949678,28.1804,645.0,10
2,7,19,0.1630058825,0.3971153049662504,33.3349,728.0,10
2,7,20,0.1545623098,0.28891377676924324,22.3775,466.3,10
2,8,1,0.0036331328013,0.008980286878951487,14.580700000000002,1024.4,10
2,8,2,0.001106333647,0.0012484342628775009,14.9626,982.8,10
2,8,3,0.0014697991239999999,0.0019257525474986514,9.513200000000001,609.5,10
2,8,4,0.00415647838,0.006020503542396528,18.4175,961.2,10
2,8,5,0.031053253949999998,0.08778977430416926,15.0173,822.7,10
2,8,6,0.01546719719,0.027928162979893253,12.626900000000001,582.7,10
2,8,7,0.026095260599999996,0.044798762861567816,15.9827,646.4,10
2,8,8,0.00982066329,0.017819774240986765,14.115,606.5,10
2,8,9,0.01289556727,0.012073682591937147,12.6313,504.5,10
2,8,10,0.00867230825,0.015849617799146,20.980600000000003,693.1,10
2,8,11,0.010646553190000001,0.010550934650022659,19.643,649.7,10
2,8,12,0.06573594178,0.17665126115811908,23.143,733.0,10
2,8,13,0.06588577225,0.08271411320750743,19.7816,548.8,10
2,8,14,0.11725691320000001,0.3098286012234924,28.7948,814.4,10
2,8,15,0.0422613654,0.0702253531855598,23.3589,606.9,10
2,8,16,0.06864255799999999,0.1253508233981544,23.7475,635.6,10
2,8,17,0.0411463898,0.042728964884065766,32.349900000000005,701.5,10
2,8,18,0.0230975612,0.015766399330974252,17.8654,476.2,10
2,8,19,0.07401582869,0.12642271867902533,18.9547,509.7,10
2,8,20,0.10457449329999999,0.16426077081383428,28.7103,564.4,10
2,9,1,0.0005823385737,0.0008599444070306496,17.6906,1110.7,10
2,9,2,0.001465669689,0.002489730188206722,16.921100000000003,989.8,10
2,9,3,0.002426800692,0.004432515998146524,18.0225,972.1,10
2,9,4,0.003262713273,0.004634104829633575,14.5685,754.5,10
2,9,5,0.006110649304,0.011174446053363622,18.4812,791.2,10
2,9,6,0.010538934829999999,0.020033527689189208,20.8649,888.2,10
2,9,7,0.04763879202,0.08244830280753386,16.384,630.3,10
2,9,8,0.01112168167,0.015901171917652047,12.1729,530.7,10
2,9,9,0.01115466508,0.018359459048888103,22.300900000000002,777.1,10
2,9,10,0.00606591125,0.003944604884178181,20.490199999999998,704.1,10
2,9,11,0.00734561156,0.007890281929605466,21.3524,671.2,10
2,9,12,0.059056712899999995,0.14199207033103453,17.906200000000002,518.1,10
2,9,13,0.01096898311,0.011480307059601087,25.5685,681.4,10
2,9,14,0.0409012904,0.08089824935082955,25.212899999999998,669.9,10
2,9,15,0.0144252247,0.02500377087157859,23.6187,607.2,10
2,9,16,0.01839496983,0.028598262692127206,28.418,691.1,10
2,9,17,0.0258453353,0.027577674839077505,24.8456,563.2,10
2,9,18,0.0294381356,0.038246131908120165,39.2358,756.7,10
2,9,19,0.054978930800000006,0.11094502728583641,30.848000000000003,595.5,10
2,9,20,0.0993779201,0.23416378211718983,21.9905,442.5,10
2,10,1,5.44806463e-05,7.997696951051009e-05,31.287599999999998,1794.3,10
2,10,2,0.00070290062,0.0016019310883854312,23.5809,1249.7,10
2,10,3,0.0015200851499999998,0.00194829617395331,14.6785,778.0,10
2,10,4,0.0038210659610000003,0.0036721889191128287,19.184800000000003,828.9,10
2,10,5,0.019855114782,0.0359724769354374,16.968899999999998,753.5,10
2,10,6,0.01358670062,0.034798538211746596,20.1869,826.0,10
2,10,7,0.020426126580000002,0.03285058485781707,18.1007,765.5,10
2,10,8,0.00910286136,0.010816016721311517,25.0796,798.6,10
2,10,9,0.01896806929,0.03604912022448515,18.101,582.6,10
2,10,10,0.010321613013,0.0168282844937688,31.3582,931.2,10
2,10,11,0.02256848239,0.043153571053892774,18.6429,616.1,10
2,10,12,0.027103318799999998,0.020786654158158537,16.5922,537.2,10
2,10,13,2.389023439,7.509976984752525,18.703699999999998,469.2,10
2,10,14,0.0683070053,0.1267708593732327,19.9399,472.3,10
2,10,15,0.0983728551,0.2601389834085143,26.6093,677.6,10
2,10,16,0.069634515,0.07462198887679128,23.4263,539.1,10
2,10,17,0.021447871299999997,0.026058712742212168,45.621,854.8,10
2,10,18,0.0339737905,0.048039507080120177,32.2747,608.5,10
2,10,19,0.010275831499999999,0.007803455200627879,29.2115,571.4,10
2,10,20,0.047377086299999996,0.05622412694021107,44.3412,706.7,10
2,11,1,0.0007880425409,0.001077991420998186,23.494,1192.9,10
2,11,2,0.0005471975409999999,0.0006831498706014053,21.4152,1015.8,10
2,11,3,0.0013129436839,0.0029478394970787374,26.8738,1158.7,10
2,11,4,0.001545764239,0.001519316829981762,13.645,662.7,10
2,11,5,0.003101183817,0.0035494904858076127,14.8379,602.9,10
2,11,6,0.015753641237,0.025694344362609402,22.5803,799.8,10
2,11,7,0.00778549283,0.012692269150075035,19.6719,604.3,10
2,11,8,0.007709536199,0.009408811038135267,26.8276,815.3,10
2,11,9,0.008280710299999999,0.005044809956118643,17.4345,520.1,10
2,11,10,0.011058019169999999,0.022121825636621864,22.5633,680.6,10
2,11,11,0.023416843460000003,0.04345587656187703,25.207,660.0,10
2,11,12,0.01544360064,0.014625044711640497,19.195500000000003,531.8,10
2,11,13,0.008561894740000001,0.00553128405316987,25.3594,543.0,10
2,11,14,0.01825888475,0.026835925954157503,26.985000000000003,636.6,10
2,11,15,0.053051191,0.07101287604858876,25.9866,548.4,10
2,11,16,0.01089636826,0.013070872388139962,37.3054,812.5,10
2,11,17,0.0128629303,0.007576360328141667,27.6044,484.6,10
2,11,18,0.034431784199999996,0.06641524143976454,28.7558,550.8,10
2,11,19,0.0788541147,0.19544593294586637,40.6782,744.6,10
2,11,20,0.0561683265,0.08071146273335082,32.9334,607.2,10
2,12,1,6.944514451e-05,0.0001094374300726599,32.5175,1527.6,10
2,12,2,0.0007504990316,0.002001452004577434,30.5337,1391.4,10
2,12,3,0.004083390246,0.01064673915797668,33.6948,1368.0,10
2,12,4,0.002832782968,0.004458110642455419,20.486,746.8,10
2,12,5,0.0029427666500000003,0.0038436488532988555,16.6862,611.8,10
2,12,6,0.013795761682000002,0.024298815567477386,14.7015,556.0,10
2,12,7,0.022518989070000002,0.044135313419874554,18.759800000000002,514.0,10
2,12,8,0.0067767359200000005,0.008359147804428422,23.8167,763.1,10
2,12,9,0.01006932441,0.017400952629800306,23.0604,639.5,10
2,12,10,0.011089278800000001,0.009646737329824994,18.339499999999997,466.4,10
2,12,11,0.03847819238,0.09824258721273796,26.3222,713.9,10
2,12,12,0.01194707524,0.012349306187642557,28.1432,770.8,10
2,12,13,0.013184130950000001,0.01221823477666681,30.1142,678.9,10
2,12,14,0.01056957333,0.012199580167358124,32.9534,702.8,10
2,12,15,0.061227679300000004,0.09671710853764273,30.9529,629.7,10
2,12,16,0.0328087116,0.05673139292263454,34.6943,653.4,10
2,12,17,0.0032738900600000004,0.0019809982460772526,42.9485,783.1,10
2,12,18,0.0174806939,0.026336041519808975,42.2758,757.6,10
2,12,19,0.0151952352,0.019591844469104613,32.588300000000004,618.2,10
2,12,20,0.0248662868,0.034695923302348476,67.00280000000001,969.0,10
2,13,1,0.00012982022794,0.0003422993122945132,35.8038,1504.8,10
2,13,2,0.0104991967796,0.026046646057836832,26.944799999999997,1092.8,10
2,13,3,0.001479703011,0.0025127544156212066,32.7577,1334.3,10
2,13,4,0.0043775151608,0.004998456534313805,17.9845,711.8,10
2,13,5,0.00518915799,0.004987407591619752,12.9132,495.5,10
2,13,6,0.006853974598999999,0.014768616147519235,24.9244,710.1,10
2,13,7,0.005875632328000001,0.009355577397869711,21.4984,672.5,10
2,13,8,0.00550922706,0.004748416662608572,21.1712,634.7,10
2,13,9,0.0154404779,0.023620203075225363,19.724700000000002,558.5,10
2,13,10,0.00560157096,0.007477665045911662,37.3848,858.0,10
2,13,11,0.005142715710000001,0.005443099876553658,35.7822,843.2,10
2,13,12,0.06391916481000001,0.17142040927628924,30.371,687.9,10
2,13,13,0.009922723832000001,0.015311095893866093,31.5137,696.4,10
2,13,14,0.016792621679999998,0.025529389445926927,29.4769,582.3,10
2,13,15,0.01125630448,0.01635467772364502,33.7572,698.4,10
2,13,16,0.014629756599999998,0.012125614526251289,39.9169,687.5,10
2,13,17,0.0257529725,0.03232872218285275,27.9375,534.2,10
2,13,18,0.0170919713,0.025100971684661685,41.009,648.9,10
2,13,19,0.00835510805,0.007661454981128289,54.9597,824.4,10
2,13,20,0.028538342,0.039526874956899535,42.3373,626.9,10
2,14,1,0.00180328300849,0.002895431579859233,30.031200000000002,1144.1,10
2,14,2,0.0018081730201000002,0.004231908255115448,31.9874,1201.7,10
2,14,3,0.00041959651199999996,0.0007879379638328625,41.9181,1446.6,10
2,14,4,0.011272912419,0.028686605362287603,21.672,713.3,10
2,14,5,0.002399616699,0.0038545082832248177,26.5724,860.1,10
2,14,6,0.004299839599,0.009441572763882591,24.9871,835.9,10
2,14,7,0.0038589952760000002,0.005119409488717128,27.6098,776.4,10
2,14,8,0.02164652821,0.050418579892935994,25.1746,588.5,10
2,14,9,0.00382642921,0.005829031691143477,23.8461,624.3,10
2,14,10,0.008562851639999999,0.012533013099442547,22.297,546.3,10
2,14,11,0.0069885710899999995,0.006784211168732514,28.988400000000002,679.3,10
2,14,12,0.02509178527,0.025146902684871665,25.3076,531.4,10
2,14,13,0.03087265292,0.07927592323625905,21.985,517.8,10
2,14,14,0.004548874190000001,0.004394871146587679,38.2553,785.9,10
2,14,15,0.00948876598,0.008709732556848544,36.592200000000005,650.7,10
2,14,16,0.01608553291,0.02494096803762929,51.943000000000005,942.8,10
2,14,17,0.018398142599999997,0.03439127112247797,30.496999999999996,519.0,10
2,14,18,0.022129685700000002,0.03565742028907452,42.3189,652.4,10
2,14,19,0.04009115908,0.044740933970016654,49.3612,715.9,10
2,14,20,0.026991432,0.04071755275616506,38.3277,573.2,10
2,15,1,8.4763381e-05,0.0001370020374560104,44.001999999999995,1605.8,10
2,15,2,0.0031687146444999994,0.006104996388885556,32.658699999999996,1234.2,10
2,15,3,0.0027986676246,0.003651899979240056,24.4386,871.8,10
2,15,4,0.003192855151,0.00822899626188005,28.530899999999995,892.9,10
2,15,5,0.00538687369,0.007218594195909226,20.6445,605.1,10
2,15,6,0.0030588989050000003,0.0035407502644719197,41.647800000000004,1086.7,10
2,15,7,0.00792186206,0.01477680462427178,27.0314,743.0,10
2,15,8,0.01386725133,0.02356968998935778,29.2524,776.2,10
2,15,9,0.01778266534,0.02511412843981678,23.8657,565.0,10
2,15,10,0.009426170000000001,0.00955787337832192,34.3284,669.4,10
2,15,11,0.00550375447,0.005732093483067211,21.901400000000002,503.9,10
2,15,12,0.018498538789999998,0.03358508111713521,37.570299999999996,826.7,10
2,15,13,0.007524158729999999,0.012088080950504922,31.290499999999998,650.4,10
2,15,14,0.0056517283100000005,0.003787683128067122,46.1869,819.2,10
2,15,15,0.01038091607,0.018884531948958047,29.240200000000005,618.2,10
2,15,16,0.007237396,0.00678906548211593,43.156,736.6,10
2,15,17,0.02376843364,0.056317969751666704,43.6793,731.6,10
2,15,18,0.02021745113,0.049906935941398174,60.957899999999995,960.6,10
2,15,19,0.053565402399999996,0.08489597875187124,30.232,465.3,10
2,15,20,0.03728609719999999,0.04535779132585102,45.7818,603.3,10
2,16,1,0.0007234316677999999,0.0015814706861917611,42.271300000000004,1538.8,10
2,16,2,0.0001312084603,0.0001353399588451079,39.254,1297.3,10
2,16,3,0.001796288657,0.0016353790411015505,21.097900000000003,649.0,10
2,16,4,0.004370193088,0.00833842557591364,40.5176,1190.2,10
2,16,5,0.005430206502,0.009359912164405737,28.2548,853.3,10
2,16,6,0.005622124857999999,0.015819093411355567,31.335699999999996,706.4,10
2,16,7,0.002439689428,0.0029048244008622005,40.634,946.1,10
2,16,8,0.002534780518,0.001729360393121497,26.5988,642.3,10
2,16,9,0.00392325201,0.00468119265470164,36.6685,792.4,10
2,16,10,0.00309329858,0.0040285776719567665,39.9753,792.7,10
2,16,11,0.013265038225000001,0.02396169193516833,45.683,904.2,10
2,16,12,0.0076206307000000004,0.01290652444237371,34.677800000000005,671.7,10
2,16,13,0.02924452676,0.05320842027501027,32.7298,569.1,10
2,16,14,0.01666402041,0.030806842592079553,49.4882,854.6,10
2,16,15,0.009312865600000001,0.008566887527468864,40.9289,631.1,10
2,16,16,0.0093054807,0.007759251012902026,32.169200000000004,551.0,10
2,16,17,0.0111635068,0.009300734921677628,46.5509,679.6,10
2,16,18,0.024752467440000002,0.03829044852344632,44.1873,656.6,10
2,16,19,0.015924623460000002,0.0332568198970588,41.3683,604.8,10
2,16,20,0.009651558309999999,0.013614645212574954,56.771,770.0,10
2,17,1,8.893272459999999e-06,1.547399196037408e-05,58.8323,1936.1,10
2,17,2,0.0003486711411,0.000918667427143953,48.275400000000005,1448.7,10
2,17,3,0.0006272045256000001,0.0008539065166643208,37.7267,1106.6,10
2,17,4,0.0007084583440000001,0.0008968436481666252,30.639300000000002,854.8,10
2,17,5,0.001434627043,0.0010298765148606774,36.4481,948.2,10
2,17,6,0.006040100793999999,0.011994204173929131,33.1169,773.1,10
2,17,7,0.0020609371999999997,0.0019954397671590016,32.3581,750.4,10
2,17,8,0.0039295230799999996,0.005518018672818385,33.664,747.3,10
2,17,9,0.028934987099999997,0.08281483397631582,44.916,885.2,10
2,17,10,0.012768026129999999,0.02724512729828089,41.7074,852.2,10
2,17,11,0.00516929364,0.0037597561745310983,29.908299999999997,578.3,10
2,17,12,0.00611368859,0.006780796485675602,26.564600000000002,532.1,10
2,17,13,0.026658838600000002,0.05562384965679048,40.2527,665.9,10
2,17,14,0.022226977869,0.04220463996084666,45.07340000000001,692.2,10
2,17,15,0.020577331679999998,0.02968881745761931,47.61280000000001,724.7,10
2,17,16,0.0375393901,0.07541364611043803,53.232299999999995,747.4,10
2,17,17,0.01381418307,0.014504326899262355,49.0427,695.6,10
2,17,18,0.00902083962,0.011303090446493939,43.7241,655.3,10
2,17,19,0.033371324,0.06706081598713219,41.1451,532.4,10
2,17,20,0.050812323000000006,0.10592927210740369,59.2367,771.5,10
2,18,1,0.0004437882564,0.0008757195165044462,46.501,1473.3,10
2,18,2,0.0007929703373,0.0015830253979430761,48.8959,1427.6,10
2,18,3,0.0015324899858,0.002173952892367268,31.010900000000003,848.4,10
2,18,4,0.004634261052,0.008274702180097014,37.2243,955.3,10
2,18,5,0.0069436134120999995,0.014565527744052864,44.9237,1106.4,10
2,18,6,0.0011225345290000002,0.0011762759924756592,43.7626,1029.2,10
2,18,7,0.00321038914,0.003596710389076737,35.1786,800.2,10
2,18,8,0.01759531459,0.04406784822734488,57.60360000000001,1082.3,10
2,18,9,0.019832210700000002,0.04992171018492203,28.5329,578.8,10
2,18,10,0.007703816319999999,0.011116513803273364,32.1611,697.7,10
2,18,11,0.0297078709,0.07694503123619978,48.222500000000004,850.2,10
2,18,12,0.0109768562,0.014889598273187352,46.2869,801.4,10
2,18,13,0.009842328780000001,0.015370803984558985,41.822500000000005,693.3,10
2,18,14,0.01590384257,0.03120967768912142,35.6506,521.6,10
2,18,15,0.01138040589,0.009743005764866124,51.7912,815.9,10
2,18,16,0.01940618545,0.02760101341935587,40.832,548.5,10
2,18,17,0.01430144774,0.018846394024459017,58.9215,835.6,10
2,18,18,0.05382518266999999,0.1442204416268052,64.3136,855.4,10
2,18,19,0.02351888657,0.04615620642289688,35.6089,541.1,10
2,18,20,0.014316554530000001,0.019740751901857385,50.096500000000006,630.7,10
2,19,1,0.0061354432720100004,0.016926714851672173,43.644400000000005,1296.2,10
2,19,2,0.00043819114079999996,0.0008506792559205608,50.6743,1522.2,10
2,19,3,0.0012106759510000001,0.0033851232863867527,51.6764,1405.0,10
2,19,4,0.000766701499,0.001687123323544381,32.4414,874.1,10
2,19,5,0.0017636041170000002,0.001865946346166187,44.937799999999996,968.2,10
2,19,6,0.021220069998,0.03718550593646002,27.5252,629.2,10
2,19,7,0.00240542678,0.0032120406679969913,41.7702,873.7,10
2,19,8,0.00407103043,0.003809586724359598,36.5726,692.2,10
2,19,9,0.00373869327,0.008090995608790024,45.0047,808.5,10
2,19,10,0.00939230587,0.0109907186191874,24.0096,495.0,10
2,19,11,0.006464658396,0.007733433188037983,40.4996,755.3,10
2,19,12,0.01077035362,0.015571633907247459,29.129399999999997,482.2,10
2,19,13,0.0086785833,0.009332298680123719,55.6348,877.7,10
2,19,14,0.01246227127,0.02264255908990309,44.7669,724.6,10
2,19,15,0.03214564014,0.03918609031125683,45.3759,646.5,10
2,19,16,0.015031445196000002,0.02992348316862054,58.423,831.6,10
2,19,17,0.01732095178,0.03235516938715411,56.992999999999995,668.1,10
2,19,18,0.00658983441,0.0058663132825580045,47.2493,604.1,10
2,19,19,0.02355376815,0.04418206635075966,46.1759,557.8,10
2,19,20,0.0124263052,0.013636407075726931,37.2257,458.9,10
2,20,1,0.0001530148537,0.0002807203704864455,53.8325,1495.0,10
2,20,2,0.0020025446279,0.0029465630386740238,42.4015,1100.4,10
2,20,3,0.0041123563843,0.011670163102755779,36.149,899.6,10
2,20,4,0.002693409543,0.004638247930609098,31.5611,722.3,10
2,20,5,0.005783191171,0.01061112305502618,29.911900000000003,671.4,10
2,20,6,0.00242078622,0.0015301880143466595,29.550599999999996,685.9,10
2,20,7,0.0062540844988999995,0.01285517480817396,32.123599999999996,688.1,10
2,20,8,0.0041806551499999995,0.007411567658655586,37.0028,768.4,10
2,20,9,0.00458667349,0.006439972378609929,48.4805,802.2,10
2,20,10,0.003489262511,0.005731663948095338,46.195100000000004,799.0,10
2,20,11,0.006461583908,0.008377861951631413,47.3613,743.5,10
2,20,12,0.0028167160350000002,0.0026956159759424945,39.9599,604.5,10
2,20,13,0.0199106277,0.024534398895822308,40.67659999999999,636.9,10
2,20,14,0.0036726468999999998,0.0030901789150086967,35.5894,576.7,10
2,20,15,0.01461477706,0.024914190923983604,47.251099999999994,607.8,10
2,20,16,0.0134701082,0.02813853903654191,37.7329,541.1,10
2,20,17,0.01122372888,0.01567815343463934,52.750699999999995,692.9,10
2,20,18,0.02279447731,0.034064475167351775,47.7756,581.4,10
2,20,19,0.02317023275,0.045041812415717364,70.0419,850.4,10
2,20,20,0.0466667899,0.08163958324326155,48.9906,615.7,10
3,1,1,0.23355049649999998,0.22753527543205873,2.496,603.9,10
